,clus_wc,rescaled_hits,tot_hits,score_norm,clus_wc_log
0,881,0.0,0,0.0,2.944975908412048
1,903,0.0,0,0.0,2.9556877503135057
2,897,0.0,0,0.0,2.952792443044092
3,830,0.0,0,0.0,2.9190780923760737
4,861,0.5,1,0.0005807200929152149,2.935003151453655
5,816,0.0,0,0.0,2.9116901587538613
6,841,2.0,3,0.0023781212841854932,2.924795995797912
7,858,1.5,2,0.0017482517482517483,2.9334872878487053
8,920,0.0,0,0.0,2.963787827345555
9,912,2.0,3,0.0021929824561403508,2.959994838328416
